source,host_response_time,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_365,number_of_reviews,review_scores_rating,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes
city scrape,within an hour,100%,t,3,t,Private room in casa particular,Private room,2,,1,"$1,267.00",2,90,2,2,1125,1125,2,1125,,t,341,21,4.86,t,3,0
city scrape,within an hour,98%,f,4,t,Entire rental unit,Entire home/apt,3,1,1,$460.00,2,150,2,2,150,150,2,150,,t,0,18,4.58,f,2,2
previous scrape,N/A,N/A,f,2,t,Private room in guesthouse,Private room,9,2,2,$202.00,1,13,1,1,13,13,1,13,,f,0,1,4,f,2,0
city scrape,within an hour,100%,t,23,t,Entire rental unit,Entire home/apt,6,2,4,"$3,872.00",1,365,1,4,1125,1125,1,1125,,t,363,7,4.71,t,23,23
city scrape,within an hour,99%,t,17,t,Private room in guesthouse,Private room,2,1,1,$551.00,1,365,1,1,1125,1125,1,1125,,t,358,19,4.68,f,15,8
city scrape,within an hour,99%,t,484,t,Entire serviced apartment,Entire home/apt,4,2,2,"$5,313.00",2,365,1,1,365,365,1,365,,t,363,0,,f,280,276
city scrape,within an hour,100%,f,17,t,Entire condo,Entire home/apt,10,4,5,"$1,468.00",1,365,1,4,365,365,1.3,365,,t,353,55,4.55,t,15,15
city scrape,within an hour,86%,f,2,t,Room in hotel,Private room,3,1,2,"$1,058.00",1,365,1,1,365,365,1,365,,t,223,0,,t,2,0
city scrape,within an hour,99%,t,17,t,Private room in guesthouse,Private room,2,1,1,$499.00,1,365,1,1,1125,1125,1,1125,,t,339,37,4.78,f,15,8
city scrape,within an hour,86%,f,2,t,Room in hotel,Private room,4,1,2,"$1,252.00",1,365,1,1,365,365,1,365,,t,225,1,4,t,2,0
city scrape,within an hour,99%,t,17,t,Private room in guesthouse,Private room,3,1,1,$617.00,1,365,1,1,1125,1125,1,1125,,t,340,23,4.52,f,15,8
city scrape,within an hour,97%,f,1,t,Entire home,Entire home/apt,4,2,2,"$1,229.00",2,1125,2,2,1125,1125,2,1125,,t,303,20,4.95,f,1,1
previous scrape,within an hour,100%,f,3,t,Entire condo,Entire home/apt,5,1,2,"$2,643.00",3,1125,3,3,1125,1125,3,1125,,t,0,1,4,t,2,1
city scrape,within a few hours,100%,f,4,t,Entire condo,Entire home/apt,4,2,3,"$1,300.00",2,1125,2,2,1125,1125,2,1125,,t,326,7,4.57,f,1,1
previous scrape,within an hour,100%,f,21,t,Entire rental unit,Entire home/apt,2,1,1,"$3,363.00",2,365,2,2,365,365,2,365,,f,0,0,,f,1,1
city scrape,N/A,N/A,f,1,t,Private room in serviced apartment,Private room,1,1,1,$750.00,5,1125,5,5,1125,1125,5,1125,,f,179,0,,f,1,0
city scrape,N/A,100%,t,1,t,Room in hotel,Private room,2,1,1,"$1,100.00",1,365,1,1,365,365,1,365,,t,264,6,4.83,t,1,0
previous scrape,within an hour,96%,f,22,t,Entire rental unit,Entire home/apt,5,2,2,$450.00,2,365,2,2,365,365,2,365,,t,0,0,,f,11,11
city scrape,within an hour,100%,f,1,t,Hut,Entire home/apt,4,1,2,$750.00,1,1125,1,1,1125,1125,1,1125,,t,364,41,4.51,t,1,1
city scrape,within an hour,98%,t,2,t,Entire condo,Entire home/apt,6,2,3,"$1,213.00",1,1125,1,1,1125,1125,1,1125,,t,159,63,4.86,t,1,1
city scrape,within an hour,100%,t,1,t,Entire condo,Entire home/apt,3,1,1,"$1,286.00",3,1125,3,3,1125,1125,3,1125,,t,239,25,4.76,f,1,1
city scrape,within an hour,90%,t,1,t,Private room in condo,Private room,1,,1,$319.00,14,31,14,14,1125,1125,14,1125,,t,29,6,5,f,1,0
city scrape,within an hour,100%,t,2,t,Entire loft,Entire home/apt,1,1,1,$589.00,1,365,1,1,1125,1125,1,1125,,t,203,13,5,f,1,1
city scrape,within an hour,89%,f,8,t,Private room in casa particular,Private room,2,,1,$230.00,1,365,1,1,365,365,1,365,,t,265,4,5,f,8,0
city scrape,within an hour,100%,t,2,t,Entire condo,Entire home/apt,6,3,3,"$1,701.00",1,1125,1,1,1125,1125,1,1125,,t,95,36,4.97,f,1,1
city scrape,within an hour,100%,f,1,t,Private room in rental unit,Private room,2,,1,$678.00,3,365,3,3,365,365,3,365,,t,176,2,5,f,1,0
city scrape,within an hour,98%,f,9,t,Entire condo,Entire home/apt,6,2,3,$813.00,2,31,2,2,31,31,2,31,,t,85,15,4.8,f,9,7
city scrape,within an hour,94%,f,3,t,Entire condo,Entire home/apt,3,1,2,$500.00,1,365,1,1,365,365,1,365,,t,336,0,,f,3,3
city scrape,within an hour,100%,f,90,t,Private room in serviced apartment,Private room,4,1,2,$360.00,2,365,2,2,1125,1125,2,1125,,t,344,23,4.65,f,90,47
city scrape,within an hour,94%,f,3,t,Entire condo,Entire home/apt,2,1,1,$500.00,1,1125,1,1,1125,1125,1,1125,,t,336,7,4.86,f,3,3
city scrape,N/A,N/A,f,1,t,Entire loft,Entire home/apt,2,1,1,$900.00,15,365,15,15,365,365,15,365,,t,364,0,,f,1,1
city scrape,within a few hours,99%,t,53,t,Entire home,Entire home/apt,16,6,7,"$7,582.00",3,1125,1,3,1125,1125,2.9,1125,,t,340,50,4.78,f,45,45
city scrape,within an hour,96%,f,2,t,Entire condo,Entire home/apt,4,2,3,$846.00,2,60,2,2,60,60,2,60,,t,59,15,4.6,f,1,1
previous scrape,within a day,100%,f,1,t,Entire rental unit,Entire home/apt,2,1,1,$790.00,90,90,90,90,1125,1125,90,1125,,t,87,3,4.67,f,1,1
city scrape,N/A,50%,f,1,t,Private room in casa particular,Private room,2,,2,$350.00,1,30,1,1,30,30,1,30,,t,358,2,5,f,1,0
city scrape,within an hour,100%,t,5,t,Entire rental unit,Entire home/apt,4,2,2,"$1,800.00",2,90,2,2,1125,1125,2,1125,,t,141,48,4.9,t,3,3
city scrape,within an hour,100%,f,1,t,Private room in home,Private room,2,,1,$550.00,1,365,1,1,1125,1125,1,1125,,t,364,4,5,t,1,0
city scrape,within an hour,100%,f,8,t,Entire guest suite,Entire home/apt,3,2,3,"$1,000.00",1,365,1,1,1125,1125,1,1125,,t,87,48,4.02,t,4,3
city scrape,within a few hours,100%,t,1,t,Entire condo,Entire home/apt,4,2,2,$597.00,4,30,4,4,1125,1125,4,1125,,t,148,14,4.86,f,1,1
city scrape,within an hour,100%,t,3,t,Private room in condo,Private room,2,,1,$351.00,1,1125,1,1,1125,1125,1,1125,,t,72,13,4.92,f,3,0
city scrape,a few days or more,100%,f,1,t,Entire condo,Entire home/apt,6,2,3,"$1,500.00",55,55,55,55,55,55,55,55,,t,171,0,,f,1,1
city scrape,N/A,64%,f,4,t,Private room in condo,Private room,4,,2,"$1,200.00",4,365,4,4,365,365,4,365,,t,195,0,,f,4,0
city scrape,within a day,49%,f,11,t,Private room in bed and breakfast,Private room,1,1,1,$230.00,1,365,1,1,365,365,1,365,,t,364,5,4.2,f,11,0
city scrape,within a day,95%,t,9,t,Private room in guesthouse,Private room,2,1,1,$699.00,2,1125,2,2,1125,1125,2,1125,,t,234,6,5,f,9,2
city scrape,within an hour,100%,t,50,t,Entire rental unit,Entire home/apt,4,2,2,"$1,997.00",1,365,1,3,1125,1125,1.1,1125,,t,343,84,4.86,t,50,50
previous scrape,N/A,N/A,f,1,t,Shared room in loft,Shared room,2,,1,"$8,592.00",1,365,1,1,365,365,1,365,,f,0,0,,f,1,0
city scrape,N/A,0%,f,1,t,Entire loft,Entire home/apt,3,1,2,$600.00,1,365,1,1,1125,1125,1,1125,,t,265,8,4.38,f,1,1
city scrape,within an hour,100%,t,3,t,Private room in condo,Private room,2,,1,$340.00,1,1125,1,1,1125,1125,1,1125,,t,77,11,5,f,3,0
city scrape,within an hour,100%,f,21,t,Entire condo,Entire home/apt,6,2,3,"$1,405.00",1,90,1,2,90,1125,1.2,435,,t,221,22,4.59,t,19,19
city scrape,within an hour,100%,,21,t,Entire serviced apartment,Entire home/apt,2,1,1,"$1,178.00",1,365,1,1,1125,1125,1,1125,,t,349,80,4.8,t,15,15
previous scrape,N/A,83%,f,1,f,Room in hotel,Private room,2,1,2,"$1,650.00",1,10,1,1,1125,1125,1,1125,,f,0,4,5,f,1,0
city scrape,within an hour,99%,,9,t,Entire condo,Entire home/apt,4,2,2,"$2,467.00",4,50,4,4,1125,1125,4,1125,,t,66,23,4.96,f,6,6
city scrape,within an hour,100%,t,2,t,Entire loft,Entire home/apt,2,1,2,"$1,313.00",2,1125,2,2,1125,1125,2,1125,,t,145,51,4.92,f,2,2
city scrape,within an hour,100%,,21,t,Entire serviced apartment,Entire home/apt,2,1,1,"$1,074.00",1,365,1,1,1125,1125,1,1125,,t,355,84,4.67,t,15,15
city scrape,within an hour,100%,,21,t,Entire serviced apartment,Entire home/apt,2,1,1,"$1,102.00",2,365,2,2,1125,1125,2,1125,,t,364,43,4.44,t,15,15
city scrape,within an hour,100%,f,7,t,Entire rental unit,Entire home/apt,4,1,2,$550.00,1,60,1,1,1125,1125,1,1125,,t,327,19,3.95,f,7,7
city scrape,within an hour,100%,f,1,t,Private room in condo,Private room,1,,1,$383.00,1,1125,1,1,1125,1125,1,1125,,t,359,11,5,t,1,0
city scrape,within an hour,100%,,21,t,Entire serviced apartment,Entire home/apt,2,1,1,"$1,054.00",1,365,1,1,1125,1125,1,1125,,t,364,47,4.77,t,15,15
city scrape,within an hour,96%,f,1,t,Entire condo,Entire home/apt,4,1,2,$754.00,3,365,3,3,1125,1125,3,1125,,t,293,20,4.65,f,1,1
city scrape,N/A,100%,f,1,t,Entire rental unit,Entire home/apt,3,2,1,"$1,057.00",5,365,5,5,365,365,5,365,,t,145,3,5,t,1,1
city scrape,a few days or more,0%,f,1,t,Entire condo,Entire home/apt,4,2,3,"$2,000.00",2,365,2,2,365,365,2,365,,t,365,0,,f,1,1
city scrape,within an hour,100%,f,6,t,Entire condo,Entire home/apt,4,2,2,"$1,000.00",1,1125,1,1,1125,1125,1,1125,,t,113,9,5,f,6,4
previous scrape,N/A,N/A,f,2,t,Shared room in guesthouse,Shared room,3,,1,$202.00,1,13,1,1,13,13,1,13,,f,0,0,,f,2,0
city scrape,within an hour,94%,f,1,t,Entire rental unit,Entire home/apt,4,1,2,"$1,093.00",2,1125,2,5,1125,1125,2.2,1125,,t,319,11,5,f,1,1
city scrape,within an hour,100%,t,1,t,Entire condo,Entire home/apt,4,2,2,$850.00,2,1125,2,2,1125,1125,2,1125,,t,352,19,4.68,f,1,1
city scrape,within an hour,99%,f,12,t,Private room in rental unit,Private room,2,,1,$380.00,2,365,2,2,1125,1125,2,1125,,t,358,10,4.2,t,12,0
city scrape,within an hour,99%,f,12,t,Private room in rental unit,Private room,2,,1,$300.00,2,365,2,2,1125,1125,2,1125,,t,358,12,4.33,t,12,0
city scrape,N/A,N/A,f,2,t,Entire condo,Entire home/apt,4,2,2,$850.00,1,1125,1,1,1125,1125,1,1125,,t,329,89,4.89,f,2,2
city scrape,within an hour,100%,t,6,t,Entire condo,Entire home/apt,2,1,1,"$1,633.00",3,60,3,3,1125,1125,3,1125,,t,124,1,5,f,6,6
city scrape,within an hour,97%,t,1,t,Entire condo,Entire home/apt,2,1,1,"$1,250.00",1,365,1,1,365,365,1,365,,t,79,36,4.94,f,1,1
city scrape,within an hour,100%,f,17,t,Entire rental unit,Entire home/apt,5,2,3,$950.00,2,365,2,4,365,1125,2.2,911.9,,t,93,10,4.8,t,15,15
previous scrape,within an hour,99%,f,38,t,Entire condo,Entire home/apt,3,1,2,"$1,000.00",1,1125,1,1,1125,1125,1,1125,,t,0,2,5,f,26,6
city scrape,within a few hours,94%,f,1,t,Entire rental unit,Entire home/apt,4,2,1,"$1,181.00",2,31,2,2,31,31,2,31,,t,53,9,4.89,f,1,1
city scrape,within a few hours,99%,t,53,t,Entire home,Entire home/apt,16,5,6,"$2,097.00",3,1125,1,3,1125,1125,2.9,1125,,t,340,41,4.93,f,45,45
city scrape,within an hour,98%,f,40,t,Private room in townhouse,Private room,2,,1,$987.00,1,90,1,1,90,90,1,90,,t,363,3,4,f,24,3
city scrape,within an hour,99%,t,6,t,Private room in townhouse,Private room,2,,1,$414.00,1,365,1,1,1125,1125,1,1125,,t,266,14,4.71,t,6,0
city scrape,within an hour,100%,f,4,t,Private room in condo,Private room,3,,1,$499.00,3,365,3,3,1125,1125,3,1125,,t,350,19,4.95,t,4,0
city scrape,within a few hours,100%,f,1,t,Entire loft,Entire home/apt,2,1,1,"$1,000.00",3,1125,3,3,1125,1125,3,1125,,t,253,6,5,t,1,1
city scrape,within a day,85%,f,6,t,Private room in guesthouse,Private room,3,1,2,$800.00,1,2,1,1,2,2,1,2,,t,360,2,4.5,f,6,0
city scrape,within an hour,99%,t,6,t,Private room in rental unit,Private room,2,,1,$414.00,1,365,1,1,1125,1125,1,1125,,t,266,12,4.58,t,6,0
city scrape,N/A,N/A,f,1,t,Private room in rental unit,Private room,2,,2,$790.00,1,365,1,1,365,365,1,365,,t,364,0,,f,1,0
city scrape,within a few hours,100%,t,5,t,Entire condo,Entire home/apt,4,2,2,"$1,029.00",3,365,3,3,365,365,3,365,,t,264,9,4.89,f,4,4
city scrape,within a few hours,90%,t,2,t,Entire loft,Entire home/apt,4,1,2,$642.00,1,365,1,1,365,365,1,365,,t,283,15,4.73,f,2,2
city scrape,within a day,57%,t,1,t,Entire condo,Entire home/apt,2,1,1,$990.00,1,30,1,1,30,30,1,30,,t,364,25,4.96,f,1,1
city scrape,within a few hours,99%,t,53,t,Entire rental unit,Entire home/apt,16,7,9,"$5,506.00",2,1125,1,3,1125,1125,2,1125,,t,346,3,4.67,f,45,45
city scrape,within an hour,97%,t,1,t,Entire condo,Entire home/apt,5,2,3,"$1,500.00",1,29,1,1,1125,1125,1,1125,,t,332,12,5,t,1,1
city scrape,within a few hours,73%,f,2,t,Entire loft,Entire home/apt,2,1,2,$350.00,4,365,4,4,365,365,4,365,,t,355,0,,t,2,1
city scrape,within an hour,100%,t,1,t,Entire rental unit,Entire home/apt,5,2,3,"$2,000.00",2,1125,2,2,1125,1125,2,1125,,t,207,46,4.8,t,1,1
city scrape,within an hour,100%,f,1,t,Entire loft,Entire home/apt,2,1,1,"$1,600.00",3,29,3,3,29,29,3,29,,t,364,2,5,f,1,1
city scrape,within an hour,100%,,68,t,Entire condo,Entire home/apt,6,2,5,"$1,290.00",2,365,1,2,1125,1125,2,1125,,t,312,27,4.78,t,11,11
city scrape,within an hour,100%,t,97,t,Entire rental unit,Entire home/apt,3,1,2,$836.00,1,30,1,1,1125,1125,1,1125,,t,72,82,4.93,f,96,76
city scrape,within an hour,100%,t,97,t,Entire rental unit,Entire home/apt,2,1,1,$874.00,1,30,1,1,1125,1125,1,1125,,t,68,102,4.93,f,96,76
city scrape,within an hour,98%,,26,t,Entire condo,Entire home/apt,4,1,2,"$1,744.00",1,365,1,1,1125,1125,1,1125,,t,122,41,4.95,f,3,2
city scrape,a few days or more,100%,f,1,t,Private room in condo,Private room,2,,1,$750.00,2,365,2,2,365,365,2,365,,t,364,4,5,f,1,0
city scrape,within an hour,100%,t,12,t,Entire condo,Entire home/apt,6,2,3,"$1,256.00",1,365,1,1,1125,1125,1,1125,,t,0,63,4.86,t,12,12
city scrape,within an hour,100%,t,1,t,Private room in rental unit,Private room,1,,1,$420.00,1,90,1,1,90,90,1,90,,t,342,41,4.93,f,1,0
city scrape,within an hour,99%,t,42,t,Entire condo,Entire home/apt,8,4,5,$908.00,2,365,1,2,1125,1125,2,1125,,t,151,15,4.8,f,22,22
city scrape,within an hour,100%,t,1,t,Entire rental unit,Entire home/apt,5,2,3,"$1,275.00",1,1125,1,1,1125,1125,1,1125,,t,352,54,4.98,t,1,1
city scrape,within a day,85%,f,6,t,Private room in guest suite,Private room,2,,2,$800.00,1,1125,1,1,1125,1125,1,1125,,t,361,0,,f,6,0
city scrape,within an hour,100%,f,2,t,Private room in rental unit,Private room,2,,1,$657.00,2,1125,2,2,1125,1125,2,1125,,t,364,11,4.64,f,2,0
city scrape,within an hour,86%,f,2,t,Entire rental unit,Entire home/apt,8,3,4,$938.00,2,365,2,2,365,365,2,365,,t,361,31,4.68,f,2,2
city scrape,within a few hours,25%,f,1,t,Entire loft,Entire home/apt,2,1,1,$350.00,3,365,3,3,365,365,3,365,,t,364,0,,f,1,1
city scrape,within an hour,100%,t,2,t,Entire condo,Entire home/apt,4,2,2,$966.00,2,1125,2,2,1125,1125,2,1125,,t,341,92,4.89,f,2,2
city scrape,within an hour,99%,f,7,t,Entire vacation home,Entire home/apt,8,4,4,"$4,235.00",1,365,30,30,1125,1125,30,1125,,t,362,17,4.71,t,7,7
city scrape,within an hour,100%,f,1,t,Private room in rental unit,Private room,2,,1,$500.00,1,45,1,1,1125,1125,1,1125,,t,86,25,4.64,t,1,0
city scrape,within an hour,100%,f,9,t,Entire loft,Entire home/apt,2,,1,$769.00,1,1125,1,1,1125,1125,1,1125,,t,343,31,4.45,f,8,8
city scrape,within a few hours,100%,f,2,t,Private room in condo,Private room,2,,1,$950.00,2,1125,2,2,1125,1125,2,1125,,t,356,2,5,f,2,0
city scrape,within an hour,88%,f,1,t,Entire rental unit,Entire home/apt,6,2,3,"$2,786.00",2,1125,2,4,1125,1125,2,1125,,t,255,7,4.86,f,1,1
city scrape,within an hour,99%,t,13,t,Entire condo,Entire home/apt,2,1,1,"$1,616.00",2,90,1,4,1125,1125,3.7,1125,,t,321,57,4.88,t,13,12
city scrape,within an hour,98%,,2,t,Entire vacation home,Entire home/apt,2,1,1,$982.00,1,1125,1,1,1125,1125,1,1125,,t,349,90,4.91,f,1,1
city scrape,N/A,N/A,f,1,t,Entire rental unit,Entire home/apt,4,3,2,"$2,700.00",2,365,2,2,365,365,2,365,,t,365,0,,t,1,1
city scrape,within an hour,100%,f,2,t,Private room in rental unit,Private room,2,,1,"$1,500.00",1,2,1,1,1125,1125,1,1125,,t,172,1,5,f,2,1
city scrape,within a day,63%,f,2,t,Private room in serviced apartment,Private room,2,1,1,$900.00,1,365,1,1,365,365,1,365,,t,365,4,5,f,2,0
city scrape,a few days or more,100%,f,1,t,Private room in rental unit,Private room,1,,1,$555.00,1,365,1,1,365,365,1,365,,t,365,2,2.5,f,1,0
city scrape,a few days or more,100%,f,1,f,Entire rental unit,Entire home/apt,6,3,3,"$30,000.00",1,365,1,1,365,365,1,365,,t,365,0,,f,1,1
city scrape,within an hour,99%,t,13,t,Private room in home,Private room,1,,1,$491.00,5,29,5,5,1125,1125,5,1125,,t,316,6,4.33,t,12,11
city scrape,within an hour,100%,f,1,t,Private room in condo,Private room,4,,3,$610.00,1,1125,1,1,1125,1125,1,1125,,t,329,55,4.65,t,1,0
city scrape,within an hour,100%,t,50,t,Entire rental unit,Entire home/apt,4,2,3,"$1,660.00",1,365,1,3,1125,1125,1.1,1125,,t,354,52,4.88,t,50,50
city scrape,within an hour,50%,f,2,t,Entire condo,Entire home/apt,4,2,1,"$1,500.00",5,365,5,5,365,365,5,365,,t,359,0,,f,2,2
previous scrape,N/A,83%,f,2,t,Entire loft,Entire home/apt,4,1,2,"$1,600.00",2,10,2,2,10,10,2,10,,t,0,6,5,f,2,2
city scrape,within a few hours,88%,f,3,t,Entire rental unit,Entire home/apt,4,2,2,"$2,300.00",3,1125,3,3,1125,1125,3,1125,,t,35,2,5,f,3,3
city scrape,N/A,0%,f,1,f,Entire condo,Entire home/apt,5,2,6,"$7,429.00",4,1125,4,4,1125,1125,4,1125,,t,365,1,5,f,1,1
city scrape,within a day,100%,f,2,t,Private room in home,Private room,1,,1,$550.00,2,11,2,2,1125,1125,2,1125,,t,347,26,4.85,t,2,0
city scrape,within an hour,100%,t,1,t,Entire condo,Entire home/apt,6,2,3,$826.00,1,90,1,1,1125,1125,1,1125,,t,169,78,4.95,f,1,1
city scrape,within an hour,100%,t,2,t,Entire serviced apartment,Entire home/apt,3,1,2,$950.00,2,20,2,2,1125,1125,2,1125,,t,361,33,4.97,f,2,2
city scrape,within a day,31%,f,69,t,Entire vacation home,Entire home/apt,4,1,2,"$2,595.00",3,365,3,3,365,365,3,365,,t,364,0,,f,2,2
city scrape,within an hour,90%,f,16,t,Private room in rental unit,Private room,2,1,1,"$1,441.00",1,365,1,1,365,365,1,365,,t,365,5,4.6,t,1,0
city scrape,within a day,N/A,f,1,t,Private room in casa particular,Private room,1,,1,$230.00,1,1125,1,1,1125,1125,1,1125,,t,59,10,4.7,t,1,0
city scrape,within a few hours,99%,t,53,t,Entire home,Entire home/apt,16,11,13,"$17,085.00",3,1125,1,3,1125,1125,2.9,1125,,t,339,29,4.79,f,45,45
city scrape,within a day,94%,t,1,t,Entire condo,Entire home/apt,4,1,1,"$2,713.00",5,90,5,5,1125,1125,5,1125,,t,137,12,5,f,1,1
city scrape,within an hour,99%,t,103,t,Entire vacation home,Entire home/apt,4,2,3,$807.00,1,1125,1,2,1125,1125,1,1125,,t,348,71,4.92,f,96,96
city scrape,within an hour,100%,t,2,t,Entire serviced apartment,Entire home/apt,4,2,2,"$1,473.00",2,1125,2,2,1125,1125,2,1125,,t,287,41,4.88,f,2,2
city scrape,within an hour,100%,t,2,t,Entire serviced apartment,Entire home/apt,6,2,4,"$1,643.00",1,1125,1,1,1125,1125,1,1125,,t,348,21,4.86,t,2,2
city scrape,within an hour,100%,t,4,t,Entire rental unit,Entire home/apt,4,2,3,"$1,840.00",1,365,1,1,1125,1125,1,1125,,t,324,14,4.71,t,4,1
city scrape,within an hour,100%,f,1,t,Entire loft,Entire home/apt,3,1,2,$937.00,2,1125,2,2,1125,1125,2,1125,,t,348,36,4.67,t,1,1
city scrape,within an hour,100%,f,9,t,Room in boutique hotel,Private room,2,1,2,$860.00,2,1125,2,2,1125,1125,2,1125,,t,352,33,4.82,t,9,8
city scrape,within an hour,100%,t,2,t,Private room in vacation home,Private room,8,,1,$350.00,1,1125,1,1,1125,1125,1,1125,,t,357,19,5,t,2,0
city scrape,within an hour,99%,f,2,t,Entire condo,Entire home/apt,3,2,2,$700.00,2,1125,2,2,1125,1125,2,1125,,t,189,43,4.98,f,2,1
city scrape,within an hour,67%,f,1,t,Entire rental unit,Entire home/apt,4,3,3,"$1,000.00",2,30,2,2,30,30,2,30,,t,75,1,5,f,1,1
city scrape,within a few hours,42%,t,4,t,Private room in condo,Private room,1,,1,$280.00,1,1125,1,1,1125,1125,1,1125,,t,362,13,4.85,f,4,0
city scrape,within an hour,100%,f,1,t,Private room in casa particular,Private room,1,,1,$466.00,1,365,1,1,365,365,1,365,,t,365,0,,f,1,0
city scrape,a few days or more,100%,f,6,t,Private room in home,Private room,2,,1,$500.00,1,365,1,1,365,365,1,365,,t,363,1,5,f,1,0
city scrape,within an hour,98%,t,3,t,Entire loft,Entire home/apt,4,1,2,$736.00,3,10,3,4,1125,1125,3.3,1125,,t,313,56,4.8,t,3,3
city scrape,within an hour,100%,t,41,t,Entire rental unit,Entire home/apt,2,1,1,"$1,201.00",1,365,1,1,1125,1125,1,1125,,t,345,60,4.83,t,40,40
city scrape,within an hour,99%,t,484,t,Entire rental unit,Entire home/apt,4,2,2,"$1,320.00",1,1095,1,1,1125,1125,1,1125,,t,356,18,5,t,280,276
city scrape,N/A,100%,f,1,t,Entire condo,Entire home/apt,5,2,6,"$1,500.00",2,1125,2,2,1125,1125,2,1125,,t,41,23,4.43,t,1,1
city scrape,within an hour,99%,t,484,t,Entire serviced apartment,Entire home/apt,4,2,2,"$2,541.00",1,1125,1,1,1125,1125,1,1125,,t,322,30,4.83,t,280,276
city scrape,within an hour,100%,f,1,t,Private room in rental unit,Private room,2,,1,$700.00,2,365,2,2,365,365,2,365,,t,325,3,5,t,1,0
city scrape,within an hour,93%,f,1,t,Entire loft,Entire home/apt,4,1,2,$639.00,3,365,2,2,365,365,2,365,,t,89,14,4.64,f,1,1
city scrape,a few days or more,0%,f,4,t,Private room in bed and breakfast,Private room,2,,1,$390.00,31,365,31,31,365,365,31,365,,t,364,0,,f,4,0
city scrape,within an hour,98%,f,15,t,Private room in condo,Private room,2,,1,$350.00,3,365,3,3,365,365,3,365,,t,346,5,4.2,f,9,1
city scrape,within an hour,97%,f,3,t,Private room in home,Private room,1,,1,$415.00,1,1125,1,1,1125,1125,1,1125,,t,360,55,4.58,f,3,0
city scrape,within an hour,100%,t,9,t,Entire condo,Entire home/apt,2,1,1,"$1,531.00",1,365,1,1,1125,1125,1,1125,,t,117,32,4.94,t,6,6
city scrape,within an hour,99%,t,1,t,Private room in casa particular,Private room,2,,1,$650.00,1,80,1,1,1125,1125,1,1125,,t,246,67,4.84,f,1,0
city scrape,within an hour,100%,t,23,t,Entire rental unit,Entire home/apt,3,1,2,"$1,774.00",1,365,1,4,1125,1125,1,1125,,t,365,32,4.94,t,23,23
city scrape,within an hour,84%,f,1,t,Entire rental unit,Entire home/apt,2,1,1,$900.00,6,365,6,6,365,365,6,365,,t,270,23,4.78,f,1,1
city scrape,within an hour,100%,t,6,t,Entire condo,Entire home/apt,3,1,1,"$1,204.00",2,365,2,2,1125,1125,2,1125,,t,313,37,4.95,f,5,5
city scrape,within an hour,100%,t,36,t,Shipping container,Entire home/apt,2,1,1,$450.00,1,365,1,1,365,365,1,365,,t,361,81,4.81,f,36,36
city scrape,within an hour,94%,t,2,t,Entire rental unit,Entire home/apt,4,3,4,"$1,200.00",1,7,1,1,7,7,1,7,,t,12,4,4,f,2,2
city scrape,within an hour,97%,f,3,t,Entire condo,Entire home/apt,4,2,2,$890.00,1,365,1,2,1125,1125,1.3,1125,,t,311,11,4.82,f,2,2
previous scrape,N/A,N/A,f,1,t,Private room in rental unit,Private room,2,,1,$543.00,3,15,3,3,15,15,3,15,,t,0,0,,f,1,0
city scrape,within an hour,100%,t,1,t,Private room in rental unit,Private room,2,,1,$410.00,2,26,2,2,1125,1125,2,1125,,t,78,23,4.96,f,1,0
city scrape,within an hour,98%,f,21,t,Entire rental unit,Entire home/apt,8,3,4,"$2,463.00",1,365,1,3,1125,1125,1,1125,,t,360,3,5,f,17,12
city scrape,within an hour,95%,f,35,t,Private room in hostel,Private room,2,1,1,$750.00,1,1125,1,1,1125,1125,1,1125,,t,341,4,3.75,f,22,0
city scrape,within an hour,95%,f,35,t,Private room in hostel,Private room,2,1,1,$899.00,1,1125,1,1,1125,1125,1,1125,,t,326,3,5,f,22,0
